iter	Logloss
0	0.5334326304
1	0.4097582917
2	0.3274371824
3	0.2708288061
4	0.230803935
5	0.2040647737
6	0.1769220391
7	0.155659454
8	0.1421736273
9	0.1316570039
10	0.122724035
11	0.1155571602
12	0.1095797431
13	0.1061225417
14	0.1025795316
15	0.1008049997
16	0.09886286855
17	0.09672766226
18	0.09405459398
19	0.09194245142
20	0.08931590062
21	0.08771858093
22	0.08661249117
23	0.08555372268
24	0.08460597076
25	0.08310399888
26	0.08178951914
27	0.08057545518
28	0.0792740647
29	0.07822275408
30	0.07738542954
31	0.07675232446
32	0.07616458531
33	0.07560954249
34	0.07502316372
35	0.07438195735
36	0.07373678601
37	0.0727532607
38	0.07197378201
39	0.07146314375
40	0.07077632271
41	0.07032726163
42	0.06979959626
43	0.06925998615
44	0.06856692269
45	0.0680707763
46	0.06756067196
47	0.06703002636
48	0.06664489234
49	0.06613202686
50	0.06551768911
51	0.06507486685
52	0.06466956353
53	0.06408448536
54	0.06368163131
55	0.06329056697
56	0.06282197842
57	0.06230658385
58	0.06197619665
59	0.06159946154
60	0.06128636224
61	0.06085957785
62	0.06056116499
63	0.06021593442
64	0.05993271328
65	0.05951762561
66	0.0591794101
67	0.05882868483
68	0.0585698558
69	0.05798302584
70	0.05768099645
71	0.05736823668
72	0.05694279311
73	0.05664755113
74	0.05635585376
75	0.05580942041
76	0.05553388393
77	0.05526599142
78	0.05498421107
79	0.05475018967
80	0.05445359735
81	0.0541788397
82	0.05396734464
83	0.05369752494
84	0.05335488834
85	0.05299745268
86	0.05272227095
87	0.0523725938
88	0.05216647417
89	0.05190966683
90	0.05166027354
91	0.05139492581
92	0.05119316594
93	0.05089717484
94	0.0505889251
95	0.05025232437
96	0.05008964826
97	0.04988122285
98	0.04961762681
99	0.04933315315
100	0.04907393827
101	0.04877202251
102	0.04861705495
103	0.04838043512
104	0.04819169075
105	0.04793975872
106	0.04769612064
107	0.04760393604
108	0.04745442801
109	0.04723030291
110	0.0470440806
111	0.04682610163
112	0.04663921646
113	0.04654322067
114	0.04636130825
115	0.04616085188
116	0.04589048807
117	0.04570143725
118	0.04551324739
119	0.0453476211
120	0.04518187372
121	0.0449606511
122	0.04482005537
123	0.04467733646
124	0.04446582318
125	0.04425421795
126	0.04402706535
127	0.04388167316
128	0.04370130255
129	0.04361469561
130	0.04347395093
131	0.04338314609
132	0.04313986021
133	0.04296209619
134	0.04279457849
135	0.04255771831
136	0.04245838282
137	0.04211472505
138	0.04197228734
139	0.04182023201
140	0.04168209923
141	0.04147613417
142	0.04131619188
143	0.04107353523
144	0.04095563471
145	0.04082691568
146	0.04066681902
147	0.04049342247
148	0.04027532723
149	0.04010131602
150	0.03984351132
151	0.03970879627
152	0.0395707669
153	0.03942702213
154	0.03929300678
155	0.03918287218
156	0.03903703792
157	0.03889277574
158	0.03876961275
159	0.03858602118
160	0.03846380721
161	0.03831438477
162	0.03805257593
163	0.0379348229
164	0.03777352006
165	0.03765414441
166	0.03753174108
167	0.03737385452
168	0.03722048344
169	0.03710311463
170	0.03696227733
171	0.036810407
172	0.03662471949
173	0.0364435699
174	0.03637465747
175	0.03623153487
176	0.03608979515
177	0.0359690258
178	0.03583267039
179	0.03572053986
180	0.03564733069
181	0.03553310925
182	0.0353529109
183	0.03526561345
184	0.03511736203
185	0.03497911438
186	0.03487572163
187	0.03480704234
188	0.03466730599
189	0.03456192775
190	0.0344839349
191	0.03441136267
192	0.03428342047
193	0.03413746097
194	0.03397105707
195	0.03386463763
196	0.03377037789
197	0.03360512474
198	0.03347089312
199	0.0334092719
200	0.03329097698
201	0.03318372209
202	0.03307709983
203	0.03301468077
204	0.03287544792
205	0.03278221918
206	0.03266281795
207	0.03256259698
208	0.03245532634
209	0.03231571524
210	0.03219212951
211	0.03210537928
212	0.03194318244
213	0.0317907644
214	0.03166497219
215	0.03155753911
216	0.03141823429
217	0.03130599696
218	0.03122057968
219	0.0311134825
220	0.03098899276
221	0.0308885651
222	0.03081843268
223	0.03074063842
224	0.03061676309
225	0.03049551761
226	0.03037193188
227	0.03024444977
228	0.03011138477
229	0.0299967444
230	0.02988935063
231	0.02976975366
232	0.0296512721
233	0.02950574303
234	0.02934551382
235	0.02925381033
236	0.02921773289
237	0.02911941353
238	0.02902945678
239	0.02898141557
240	0.02890033184
241	0.02878386017
242	0.02870536424
243	0.02859202513
244	0.02851327223
245	0.02839763179
246	0.02832158577
247	0.02822034032
248	0.02810729434
249	0.0280408859
